ipni_id,accepted_name,genera,number_of_regions,region,lifeform_category ,climate_description,seedbank_conserved,iucn_assessed,redlist_category,threat_pred,threat_prediction_prob
656794-1,Sarcoglyphis mirabilis,Sarcoglyphis,6,Indian Subcontinent,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.335519704
656795-1,Sarcoglyphis pensilis,Sarcoglyphis,1,Malesia,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.455936487
942768-1,Sarcoglyphis potamophila,Sarcoglyphis,1,Malesia,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.441932609
969606-1,Sarcoglyphis smithiana,Sarcoglyphis,5,China,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.493855213
935344-1,Sarcoglyphis thailandica,Sarcoglyphis,2,Indo-China,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.896287725
77151674-1,Sarcoglyphis tichii,Sarcoglyphis,1,Indo-China,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.897211871
656796-1,Sarcophyton crassifolium,Sarcophyton,1,Malesia,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.57669356
656797-1,Sarcophyton pachyphyllum,Sarcophyton,1,Malesia,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.660174885
656798-1,Sarcophyton taiwanianum,Sarcophyton,1,Eastern Asia,epiphyte,subtropical,No,No,Not Assessed,threatened,0.779176117
656868-1,Satyrium aberrans,Satyrium,2,East Tropical Africa,herbaceous perennial,subtropical,No,No,Not Assessed,threatened,0.880357461
77074693-1,Satyrium aciculare,Satyrium,1,South Tropical Africa,herbaceous perennial,seasonally dry tropical,No,No,Not Assessed,threatened,0.730560349
656871-1,Satyrium acuminatum,Satyrium,1,Southern Africa,herbaceous perennial,subtropical,No,No,Not Assessed,threatened,0.570507687
656874-1,Satyrium aethiopicum,Satyrium,1,Northeast Tropical Africa,herbaceous perennial,seasonally dry tropical,No,No,Not Assessed,threatened,0.54982643
972596-1,Satyrium afromontanum,Satyrium,1,South Tropical Africa,herbaceous perennial,subtropical,No,No,Not Assessed,threatened,0.853348874
656879-1,Satyrium amblyosaccos,Satyrium,6,West-Central Tropical Africa,herbaceous perennial,subtropical,No,No,Not Assessed,not threatened,0.328954063
654943-1,Prasophyllum parvifolium,Prasophyllum,1,Australia,herbaceous perennial,subtropical,Yes,No,Not Assessed,not threatened,0.308643456
656889-1,Satyrium baronii,Satyrium,1,Western Indian Ocean,herbaceous perennial,subtropical,No,No,Not Assessed,threatened,0.703494182
656891-1,Satyrium bicallosum,Satyrium,1,Southern Africa,herbaceous perennial,subtropical,No,No,Not Assessed,threatened,0.509511478
148211-3,Prasophyllum plumiforme,Prasophyllum,1,Australia,herbaceous perennial,subtropical,Yes,No,Not Assessed,not threatened,0.349488713
656897-1,Satyrium brachypetalum,Satyrium,2,Northeast Tropical Africa,herbaceous perennial,subtropical,No,No,Not Assessed,not threatened,0.407565872
656902-1,Satyrium bracteatum,Satyrium,4,Southern Africa,herbaceous perennial,subtropical,No,No,Not Assessed,not threatened,0.130902786
656903-1,Satyrium breve,Satyrium,10,West-Central Tropical Africa,herbaceous perennial,seasonally dry tropical,No,No,Not Assessed,not threatened,0.135285765
656905-1,Satyrium buchananii,Satyrium,6,West-Central Tropical Africa,herbaceous perennial,seasonally dry tropical,No,No,Not Assessed,not threatened,0.235142606
1006467-1,Prasophyllum pulchellum,Prasophyllum,1,Australia,herbaceous perennial,temperate,Yes,No,Not Assessed,threatened,0.783992846
654952-1,Prasophyllum regium,Prasophyllum,1,Australia,herbaceous perennial,subtropical,Yes,No,Not Assessed,threatened,0.471701177
654959-1,Prasophyllum sargentii,Prasophyllum,1,Australia,herbaceous perennial,subtropical,Yes,No,Not Assessed,threatened,0.468793148
656916-1,Satyrium chlorocorys,Satyrium,6,East Tropical Africa,herbaceous perennial,subtropical,No,No,Not Assessed,not threatened,0.197798519
656921-1,Satyrium comptum,Satyrium,1,East Tropical Africa,herbaceous perennial,seasonally dry tropical,No,No,Not Assessed,threatened,0.94296774
656922-1,Satyrium confusum,Satyrium,2,East Tropical Africa,herbaceous perennial,subtropical,No,No,Not Assessed,threatened,0.864418501
959776-1,Prasophyllum spicatum,Prasophyllum,2,Australia,herbaceous perennial,subtropical,Yes,No,Not Assessed,threatened,0.551031292
654961-1,Prasophyllum subbisectum,Prasophyllum,1,Australia,herbaceous perennial,subtropical,Yes,No,Not Assessed,threatened,0.794894774
656930-1,Satyrium crassicaule,Satyrium,11,West Tropical Africa,herbaceous perennial,seasonally dry tropical,No,No,Not Assessed,not threatened,0.288838169
656950-1,Satyrium emarcidum,Satyrium,1,Southern Africa,herbaceous perennial,subtropical,No,No,Not Assessed,threatened,0.636108738
959777-1,Prasophyllum sylvestre,Prasophyllum,2,Australia,herbaceous perennial,subtropical,Yes,No,Not Assessed,threatened,0.665501382
77176650-1,Satyrium eurycalcaratum,Satyrium,1,Southern Africa,herbaceous perennial,subtropical,No,No,Not Assessed,threatened,0.836278238
656961-1,Satyrium fimbriatum,Satyrium,4,Northeast Tropical Africa,herbaceous perennial,seasonally dry tropical,No,No,Not Assessed,threatened,0.593562226
656966-1,Satyrium foliosum,Satyrium,1,Southern Africa,herbaceous perennial,subtropical,No,No,Not Assessed,threatened,0.509557123
654967-1,Prasophyllum triangulare,Prasophyllum,1,Australia,herbaceous perennial,subtropical,Yes,No,Not Assessed,not threatened,0.349488713
77079937-1,Prasophyllum viretrum,Prasophyllum,1,Australia,herbaceous perennial,subtropical,Yes,No,Not Assessed,threatened,0.852630771
656986-1,Satyrium jacottetiae,Satyrium,1,Southern Africa,herbaceous perennial,temperate,No,No,Not Assessed,threatened,0.780410092
656988-1,Satyrium johnsonii,Satyrium,1,East Tropical Africa,herbaceous perennial,seasonally dry tropical,No,No,Not Assessed,threatened,0.82850899
656990-1,Satyrium kermesinum,Satyrium,1,East Tropical Africa,herbaceous perennial,seasonally dry tropical,No,No,Not Assessed,threatened,0.82850899
655007-1,Prescottia oligantha,Prescottia,32,Southeastern U.S.A.,herbaceous perennial,wet tropical,Yes,No,Not Assessed,not threatened,0.04801052
1001247-1,Prosthechea cochleata,Prosthechea,28,Southeastern U.S.A.,epiphyte,wet tropical,Yes,No,Not Assessed,not threatened,0.020675819
77164378-1,Satyrium liltvedianum,Satyrium,1,Southern Africa,herbaceous perennial,subtropical,No,No,Not Assessed,threatened,0.837061597
1001253-1,Prosthechea fragrans,Prosthechea,22,Mexico,epiphyte,wet tropical,Yes,No,Not Assessed,not threatened,0.014638653
657006-1,Satyrium longicolle,Satyrium,1,Southern Africa,herbaceous perennial,subtropical,No,No,Not Assessed,threatened,0.570507687
657008-1,Satyrium lupulinum,Satyrium,1,Southern Africa,herbaceous perennial,subtropical,No,No,Not Assessed,threatened,0.570507687
655277-1,Pterostylis alveata,Pterostylis,3,Australia,herbaceous perennial,subtropical,Yes,No,Not Assessed,threatened,0.465805779
657018-1,Satyrium mechowii,Satyrium,1,South Tropical Africa,herbaceous perennial,seasonally dry tropical,No,No,Not Assessed,threatened,0.440477814
657019-1,Satyrium membranaceum,Satyrium,1,Southern Africa,herbaceous perennial,subtropical,No,No,Not Assessed,threatened,0.509557123
657022-1,Satyrium microrrhynchum,Satyrium,4,Southern Africa,herbaceous perennial,montane tropical,No,No,Not Assessed,not threatened,0.151945444
657025-1,Satyrium mirum,Satyrium,1,South Tropical Africa,herbaceous perennial,subtropical,No,No,Not Assessed,threatened,0.681186874
657026-1,Satyrium miserum,Satyrium,1,East Tropical Africa,herbaceous perennial,seasonally dry tropical,No,No,Not Assessed,threatened,0.82850899
657029-1,Satyrium monophyllum,Satyrium,1,East Tropical Africa,herbaceous perennial,seasonally dry tropical,No,No,Not Assessed,threatened,0.82850899
655286-1,Pterostylis barbata,Pterostylis,1,Australia,herbaceous perennial,subtropical,Yes,No,Not Assessed,not threatened,0.308995116
972760-1,Pterostylis basaltica,Pterostylis,1,Australia,herbaceous perennial,subtropical,Yes,No,Not Assessed,threatened,0.852047693
657035-1,Satyrium nepalense,Satyrium,12,China,herbaceous perennial,temperate,No,No,Not Assessed,not threatened,0.151729883
657049-1,Satyrium oliganthum,Satyrium,5,East Tropical Africa,herbaceous perennial,subtropical,No,No,Not Assessed,not threatened,0.154472138
657054-1,Satyrium outeniquense,Satyrium,1,Southern Africa,herbaceous perennial,subtropical,No,No,Not Assessed,threatened,0.636112654
1002557-1,Satyrium pallens,Satyrium,1,Southern Africa,herbaceous perennial,subtropical,No,No,Not Assessed,threatened,0.832045653
657059-1,Satyrium paludosum,Satyrium,6,West-Central Tropical Africa,herbaceous perennial,subtropical,No,No,Not Assessed,not threatened,0.234146523
657065-1,Satyrium parviflorum,Satyrium,6,Southern Africa,herbaceous perennial,subtropical,No,No,Not Assessed,not threatened,0.045801902
1002558-1,Satyrium pulchrum,Satyrium,1,Southern Africa,herbaceous perennial,desert or dry shrubland,No,No,Not Assessed,threatened,0.832045653
657079-1,Satyrium pumilum,Satyrium,1,Southern Africa,herbaceous perennial,subtropical,No,No,Not Assessed,threatened,0.509511478
657082-1,Satyrium pygmaeum,Satyrium,1,Southern Africa,herbaceous perennial,subtropical,No,No,Not Assessed,threatened,0.602175245
657085-1,Satyrium retusum,Satyrium,1,Southern Africa,herbaceous perennial,subtropical,No,No,Not Assessed,threatened,0.570507687
657086-1,Satyrium rhodanthum,Satyrium,1,Southern Africa,herbaceous perennial,temperate,No,No,Not Assessed,threatened,0.81734038
657087-1,Satyrium rhynchanthoides,Satyrium,3,East Tropical Africa,herbaceous perennial,subtropical,No,No,Not Assessed,threatened,0.438372088
657088-1,Satyrium rhynchanthum,Satyrium,1,Southern Africa,herbaceous perennial,subtropical,No,No,Not Assessed,threatened,0.636108738
657089-1,Satyrium riparium,Satyrium,6,West-Central Tropical Africa,herbaceous perennial,subtropical,No,No,Not Assessed,not threatened,0.235140183
657090-1,Satyrium robustum,Satyrium,3,East Tropical Africa,herbaceous perennial,seasonally dry tropical,No,No,Not Assessed,threatened,0.588505946
655304-1,Pterostylis cycnocephala,Pterostylis,5,Australia,herbaceous perennial,subtropical,Yes,No,Not Assessed,not threatened,0.020519218
657094-1,Satyrium rupestre,Satyrium,1,Southern Africa,herbaceous perennial,subtropical,No,No,Not Assessed,threatened,0.636112654
657099-1,Satyrium sceptrum,Satyrium,8,West-Central Tropical Africa,herbaceous perennial,subtropical,No,No,Not Assessed,not threatened,0.162300546
657100-1,Satyrium schimperi,Satyrium,10,West-Central Tropical Africa,herbaceous perennial,seasonally dry tropical,No,No,Not Assessed,not threatened,0.089693168
77095345-1,Satyrium situsanguinum,Satyrium,1,Southern Africa,herbaceous perennial,subtropical,No,No,Not Assessed,threatened,0.834087194
657109-1,Satyrium sphaeranthum,Satyrium,7,West-Central Tropical Africa,herbaceous perennial,seasonally dry tropical,No,No,Not Assessed,not threatened,0.2088918
947577-1,Pterostylis despectans,Pterostylis,2,Australia,herbaceous perennial,subtropical,Yes,No,Not Assessed,threatened,0.474924213
657113-1,Satyrium stenopetalum,Satyrium,2,Southern Africa,herbaceous perennial,subtropical,No,No,Not Assessed,not threatened,0.373165442
657116-1,Satyrium striatum,Satyrium,1,Southern Africa,herbaceous perennial,subtropical,No,No,Not Assessed,threatened,0.509511478
77080227-1,Pterostylis diminuta,Pterostylis,1,Australia,herbaceous perennial,subtropical,Yes,No,Not Assessed,threatened,0.852870819
657137-1,Satyrium volkensii,Satyrium,9,West Tropical Africa,herbaceous perennial,seasonally dry tropical,No,No,Not Assessed,not threatened,0.208691846
657138-1,Satyrium welwitschii,Satyrium,1,South Tropical Africa,herbaceous perennial,seasonally dry tropical,No,No,Not Assessed,threatened,0.440477814
657142-1,Satyrium yunnanense,Satyrium,2,China,herbaceous perennial,temperate,No,No,Not Assessed,threatened,0.794843326
657145-1,Saundersia mirabilis,Saundersia,1,Brazil,epiphyte,seasonally dry tropical,No,No,Not Assessed,threatened,0.440092863
227999-2,Saundersia paniculata,Saundersia,1,Brazil,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.586184488
228177-2,Sauroglossum andinum,Sauroglossum,2,Western South America,herbaceous perennial,seasonally dry tropical,No,No,Not Assessed,threatened,0.626931767
228178-2,Sauroglossum aurantiacum,Sauroglossum,1,Western South America,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.849046421
228180-2,Sauroglossum corymbosum,Sauroglossum,2,Western South America,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.291570132
228182-2,Sauroglossum distans,Sauroglossum,1,Western South America,herbaceous perennial,seasonally dry tropical,No,No,Not Assessed,threatened,0.812736762
304631-2,Sauroglossum dromadum,Sauroglossum,1,Western South America,herbaceous perennial,seasonally dry tropical,No,No,Not Assessed,threatened,0.906389632
657153-1,Sauroglossum elatum,Sauroglossum,8,Western South America,herbaceous perennial,seasonally dry tropical,No,No,Not Assessed,not threatened,0.123717115
228185-2,Sauroglossum longiflorum,Sauroglossum,2,Western South America,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.631646971
320877-2,Sauroglossum odoratum,Sauroglossum,1,Brazil,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.804032132
301852-2,Sauroglossum organense,Sauroglossum,1,Brazil,herbaceous perennial,seasonally dry tropical,No,No,Not Assessed,threatened,0.804032132
228188-2,Sauroglossum schweinfurthianum,Sauroglossum,1,Western South America,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.906287027
228189-2,Sauroglossum sellilabre,Sauroglossum,2,Southern South America,herbaceous perennial,subtropical,No,No,Not Assessed,not threatened,0.362468341
228746-2,Scaphosepalum anchoriferum,Scaphosepalum,3,Central America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.398659009
284654-2,Scaphosepalum andreettae,Scaphosepalum,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.904025768
657165-1,Scaphosepalum antenniferum,Scaphosepalum,4,Western South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.161595526
77158311-1,Scaphosepalum atropurpureum,Scaphosepalum,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.788805826
228749-2,Scaphosepalum beluosum,Scaphosepalum,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.903834713
228750-2,Scaphosepalum bicolor,Scaphosepalum,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.685732709
326729-2,Scaphosepalum bicristatum,Scaphosepalum,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.686157527
228751-2,Scaphosepalum breve,Scaphosepalum,5,Northern South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.094395074
284655-2,Scaphosepalum cimex,Scaphosepalum,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.904025768
228753-2,Scaphosepalum clavellatum,Scaphosepalum,3,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.559124385
319647-2,Scaphosepalum cloesii,Scaphosepalum,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.904025768
905193-1,Scaphosepalum dalstroemii,Scaphosepalum,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.904025768
900908-1,Scaphosepalum decorum,Scaphosepalum,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.685732709
959801-1,Scaphosepalum delhierroi,Scaphosepalum,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.904025768
959802-1,Scaphosepalum digitale,Scaphosepalum,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.904025768
228754-2,Scaphosepalum dodsonii,Scaphosepalum,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.904025768
284656-2,Scaphosepalum fimbriatum,Scaphosepalum,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.904025768
228760-2,Scaphosepalum gibberosum,Scaphosepalum,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.479443634
319648-2,Scaphosepalum globosum,Scaphosepalum,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.904025768
228761-2,Scaphosepalum grande,Scaphosepalum,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.561561895
228762-2,Scaphosepalum hirtzii,Scaphosepalum,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.903834713
319649-2,Scaphosepalum jostii,Scaphosepalum,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.904025768
657179-1,Scaphosepalum lima,Scaphosepalum,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.479447626
77206723-1,Scaphosepalum luanneae,Scaphosepalum,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.907425858
228764-2,Scaphosepalum macrodactylum,Scaphosepalum,2,Western South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.424824218
316687-2,Scaphosepalum manningii,Scaphosepalum,1,Northern South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.677096489
319650-2,Scaphosepalum martineae,Scaphosepalum,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.782556567
322680-2,Scaphosepalum medinae,Scaphosepalum,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.904131665
326730-2,Scaphosepalum merinoi,Scaphosepalum,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.904131665
228765-2,Scaphosepalum microdactylum,Scaphosepalum,7,Mexico,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.116322415
228769-2,Scaphosepalum odontochilum,Scaphosepalum,2,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.506363872
228770-2,Scaphosepalum ophidion,Scaphosepalum,2,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.634902981
228771-2,Scaphosepalum ovulare,Scaphosepalum,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.88075906
316652-2,Scaphosepalum panduratum,Scaphosepalum,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.685941744
300725-2,Scaphosepalum parviflorum,Scaphosepalum,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.904025768
300726-2,Scaphosepalum pleurothallodes,Scaphosepalum,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.904025768
326731-2,Scaphosepalum portillae,Scaphosepalum,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.904131665
228773-2,Scaphosepalum pulvinare,Scaphosepalum,2,Western South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.424824218
228775-2,Scaphosepalum rapax,Scaphosepalum,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.88075906
77102317-1,Scaphosepalum redderianum,Scaphosepalum,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.905475323
77102318-1,Scaphosepalum reptans,Scaphosepalum,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.905475323
60458465-2,Scaphosepalum rinkei,Scaphosepalum,1,Northern South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.683570811
228779-2,Scaphosepalum swertiifolium,Scaphosepalum,2,Western South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.424824218
77195380-1,Scaphosepalum tarantula,Scaphosepalum,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.907425858
228780-2,Scaphosepalum tiaratum,Scaphosepalum,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.685732709
60466038-2,Scaphosepalum translucens,Scaphosepalum,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.90717528
284658-2,Scaphosepalum triceratops,Scaphosepalum,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.904025768
228782-2,Scaphosepalum ursinum,Scaphosepalum,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.903834713
228783-2,Scaphosepalum verrucosum,Scaphosepalum,2,Northern South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.33742707
228784-2,Scaphosepalum viviparum,Scaphosepalum,1,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.744595609
77140216-1,Scaphosepalum ximenae,Scaphosepalum,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.906891409
284659-2,Scaphosepalum xystra,Scaphosepalum,1,Northern South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.677096489
77167269-1,Scaphosepalum zieglerae,Scaphosepalum,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.907425858
228786-2,Scaphyglottis acostae,Scaphyglottis,2,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.5053938
228791-2,Scaphyglottis amparoana,Scaphyglottis,2,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.5053938
284660-2,Scaphyglottis arctata,Scaphyglottis,2,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.633803718
313591-2,Scaphyglottis atwoodii,Scaphyglottis,1,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.8618092
228792-2,Scaphyglottis aurea,Scaphyglottis,3,Northern South America,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.241048932
77134251-1,Scaphyglottis baudoana,Scaphyglottis,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.692936985
1215022-2,Scaphyglottis behrii,Scaphyglottis,9,Mexico,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.055065865
320422-2,Scaphyglottis bicallosa,Scaphyglottis,1,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.861942597
228794-2,Scaphyglottis bicornis,Scaphyglottis,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.40117502
1178621-2,Scaphyglottis bidentata,Scaphyglottis,9,Central America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.005423974
228795-2,Scaphyglottis bifida,Scaphyglottis,4,Central America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.113789287
228796-2,Scaphyglottis bilineata,Scaphyglottis,4,Central America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.356935168
284661-2,Scaphyglottis boliviensis,Scaphyglottis,11,Central America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.056680935
1149468-2,Scaphyglottis brasiliensis,Scaphyglottis,2,Brazil,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.30457867
77145839-1,Scaphyglottis caquetana,Scaphyglottis,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.692936985
228798-2,Scaphyglottis caricalensis,Scaphyglottis,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.561546948
77063359-1,Scaphyglottis cernua,Scaphyglottis,2,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.634252313
284662-2,Scaphyglottis chlorantha,Scaphyglottis,1,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.744789352
905194-1,Scaphyglottis chocoana,Scaphyglottis,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.68592893
77063360-1,Scaphyglottis clavata,Scaphyglottis,1,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.744990518
77163573-1,Scaphyglottis cobanensis,Scaphyglottis,1,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.923987238
316884-2,Scaphyglottis condorana,Scaphyglottis,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.904020283
657228-1,Scaphyglottis conferta,Scaphyglottis,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.414147352
228800-2,Scaphyglottis confusa,Scaphyglottis,6,Mexico,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.341222493
228801-2,Scaphyglottis corallorrhiza,Scaphyglottis,2,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.5053938
1111908-2,Scaphyglottis coriacea,Scaphyglottis,2,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.508278504
228802-2,Scaphyglottis crurigera,Scaphyglottis,10,Mexico,epiphyte,seasonally dry tropical,No,No,Not Assessed,not threatened,0.036685663
1211388-2,Scaphyglottis cuniculata,Scaphyglottis,3,Central America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.353440508
77134294-1,Scaphyglottis dariensis,Scaphyglottis,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.692936985
284663-2,Scaphyglottis densa,Scaphyglottis,2,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.5053938
657236-1,Scaphyglottis dunstervillei,Scaphyglottis,5,Caribbean,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.1861608
1068134-2,Scaphyglottis emarginata,Scaphyglottis,3,Caribbean,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.585405432
657240-1,Scaphyglottis fasciculata,Scaphyglottis,7,Mexico,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.230004388
657241-1,Scaphyglottis felskyi,Scaphyglottis,3,Northern South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.194425286
77138735-1,Scaphyglottis filifolius,Scaphyglottis,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.692936985
228809-2,Scaphyglottis fusiformis,Scaphyglottis,12,Central America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.035004832
304331-2,Scaphyglottis geminata,Scaphyglottis,1,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.8618092
316885-2,Scaphyglottis gentryi,Scaphyglottis,2,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.635107823
228811-2,Scaphyglottis gigantea,Scaphyglottis,2,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.633803718
657249-1,Scaphyglottis graminifolia,Scaphyglottis,11,Northern South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.020400865
657250-1,Scaphyglottis grandiflora,Scaphyglottis,3,Northern South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.217879722
316886-2,Scaphyglottis hirtzii,Scaphyglottis,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.904020283
228814-2,Scaphyglottis hondurensis,Scaphyglottis,5,Mexico,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.545718158
1060774-2,Scaphyglottis imbricata,Scaphyglottis,13,Mexico,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.033891807
228817-2,Scaphyglottis jimenezii,Scaphyglottis,2,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.5053938
228818-2,Scaphyglottis laevilabium,Scaphyglottis,3,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.465008062
657260-1,Scaphyglottis leucantha,Scaphyglottis,8,Mexico,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.032015021
284664-2,Scaphyglottis limonensis,Scaphyglottis,1,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.8618092
228819-2,Scaphyglottis lindeniana,Scaphyglottis,17,Mexico,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.02189226
228820-2,Scaphyglottis livida,Scaphyglottis,13,Mexico,epiphyte,seasonally dry tropical,No,No,Not Assessed,not threatened,0.021087419
228821-2,Scaphyglottis longicaulis,Scaphyglottis,8,Central America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.174404585
1142799-2,Scaphyglottis mesocopis,Scaphyglottis,2,Central America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.42070979
